,ch1,timestamp
10191,1379.2040294924677,1608571661.540399
10192,3907.1337123981834,1608571661.540399
10193,6178.546557990158,1608571661.541395
10194,8024.158603616778,1608571661.541395
10195,9307.948794189197,1608571661.5424
10196,9948.229107374063,1608571661.5424
10197,9881.220281401049,1608571661.54339
10198,9142.227146938403,1608571661.54339
10199,7788.047396631161,1608571661.54339
10200,5877.188846017059,1608571661.574313
10201,3568.7775076810726,1608571661.575321
10202,1006.2510741965664,1608571661.575321
10203,-1632.1562836779988,1608571661.576302
10204,-4140.412840935773,1608571661.576302
10205,-6375.583849162387,1608571661.577316
10206,-8175.061277442665,1608571661.577316
10207,-9402.808865147184,1608571661.578334
10208,-9978.110701534217,1608571661.579294
10209,-9852.838884843442,1608571661.579294
10210,-9046.855515404775,1608571661.580339
10211,-7611.497183123456,1608571661.581291
10212,-5662.742846566523,1608571661.583285
10213,-3329.0348294309683,1608571661.584297
10214,-758.8212125258954,1608571661.585293
10215,1870.6282989094698,1608571661.586274
10216,4367.808017125777,1608571661.586274
10217,6569.403723137245,1608571661.587307
10218,8324.303276970319,1608571661.587307
10219,9485.279483931676,1608571661.588325
10220,9981.771090271617,1608571661.589268
10221,9793.46561642042,1608571661.589268
10222,8929.64110461553,1608571661.589268
10223,7452.257904679768,1608571661.590297
10224,5460.522919044448,1608571661.591272
10225,3102.590693694983,1608571661.591272
10226,515.9586448462184,1608571661.592261
10227,-2121.9219042016257,1608571661.592261
10228,-4586.790781978694,1608571661.593296
10229,-6741.8614870780475,1608571661.593296
10230,-8438.200827388262,1608571661.594253
10231,-9546.559764360556,1608571661.594253
10232,-9998.132735383217,1608571661.594253
10233,-9766.6650271608,1608571661.594253
10234,-8837.890938632436,1608571661.59525
10235,-7285.33692900806,1608571661.59525
10236,-5248.3238932045415,1608571661.596287
10237,-2859.5489162060194,1608571661.596287
10238,-263.0053872477374,1608571661.596287
10239,2358.1661145447606,1608571661.596287
10240,4814.11275516591,1608571661.607257
10241,6934.352234511068,1608571661.60825
10242,8576.24445325302,1608571661.609214
10243,9638.393523246068,1608571661.609214
10244,10006.382293094695,1608571661.610211
10245,9679.84236683268,1608571661.610211
10246,8694.946369976968,1608571661.61122
10247,7117.458413784669,1608571661.61122
10248,5041.7827067707385,1608571661.612206
10249,2617.5165908356626,1608571661.612206
10250,1.5872926328283015,1608571661.613203
10251,-2600.107075496739,1608571661.613203
10252,-5028.916390005543,1608571661.614204
10253,-7117.505044268288,1608571661.61524
10254,-8696.707033944136,1608571661.616264
10255,-9685.330600569734,1608571661.617242
10256,-10008.790728689823,1608571661.617242
10257,-9643.376926393592,1608571661.61819
10258,-8586.417591768395,1608571661.61819
10259,-6938.342424021706,1608571661.61819
10260,-4814.821382854519,1608571661.619189
10261,-2366.235239651768,1608571661.619189
10262,247.96666310133088,1608571661.620208
10263,2838.322053055461,1608571661.621183
10264,5250.672876091617,1608571661.621183
10265,7296.088491911604,1608571661.621183
10266,8845.663201569278,1608571661.622178
10267,9767.246497759927,1608571661.622178
10268,10009.78120635735,1608571661.623186
10269,9559.211343247112,1608571661.623186
10270,8442.542227014963,1608571661.624173
10271,6749.867143715278,1608571661.624173
10272,4591.675978022625,1608571661.624173
10273,2117.7013534624725,1608571661.625172
10274,-503.1661197881906,1608571661.625172
10275,-3089.511388464,1608571661.625172
10276,-5461.902079468087,1608571661.626168
10277,-7473.25425661653,1608571661.626168
10278,-8956.110051238082,1608571661.626168
10279,-9803.236574570856,1608571661.626168
10280,-9995.66701735949,1608571661.657124
10281,-9491.116882228192,1608571661.658115
10282,-8306.722290321168,1608571661.658115
10283,-6564.016612166495,1608571661.659146
10284,-4375.361328878774,1608571661.659146
10285,-1870.5205297344005,1608571661.660077
10286,747.6488822139661,1608571661.660077
10287,3333.4753542492845,1608571661.661076
10288,5674.030972398414,1608571661.662098
10289,7630.640912665896,1608571661.663072
10290,9068.089044161075,1608571661.664067
10291,9853.950529277454,1608571661.664067
10292,9978.145826106893,1608571661.664067
10293,9403.679064786544,1608571661.6651
10294,8170.7570867285895,1608571661.6651
10295,6368.082779401158,1608571661.666062
10296,4139.581576021745,1608571661.666062
10297,1628.2544579082407,1608571661.667093
10298,-1008.7428601260698,1608571661.667093
10299,-3572.8003554803254,1608571661.667093
10300,-5884.763837248132,1608571661.668057
10301,-7781.51198140874,1608571661.668057
10302,-9154.026209429054,1608571661.668057
10303,-9884.20696350234,1608571661.669138
10304,-9929.094534468799,1608571661.669138
10305,-9299.745549835581,1608571661.67005
10306,-8029.917956060634,1608571661.67005
10307,-6188.378113156036,1608571661.67005
10308,-3925.452027552665,1608571661.67005
10309,-1381.6661752415143,1608571661.67111
10310,1260.6154817252798,1608571661.67111
10311,3801.130793749767,1608571661.67111
10312,6082.168781064597,1608571661.672045
10313,7934.718239473055,1608571661.672045
10314,9247.795303986532,1608571661.672045
10315,9937.85874908841,1608571661.673043
10316,9913.701349115752,1608571661.673043
10317,9202.386126346342,1608571661.674055
10318,7856.901473082352,1608571661.674055
10319,5981.98399453579,1608571661.67504
10320,3685.289431174562,1608571661.689032
10321,1121.8581738315347,1608571661.689997
10322,-1500.5657871395156,1608571661.689997
10323,-4028.9123338365844,1608571661.691041
10324,-6280.170077961134,1608571661.692023
10325,-8106.678867384688,1608571661.692023
10326,-9340.815509049024,1608571661.69299
10327,-9950.51219012068,1608571661.69299
10328,-9867.95499306976,1608571661.693988
10329,-9090.685263549187,1608571661.694987
10330,-7700.092077799088,1608571661.694987
10331,-5762.290037641798,1608571661.696065
10332,-3432.9744533699077,1608571661.697006
10333,-880.4808968413008,1608571661.697006
10334,1739.9511269896798,1608571661.698029
10335,4263.462681998855,1608571661.698029
10336,6456.954216453724,1608571661.698974
10337,8228.08659737355,1608571661.698974
10338,9434.359207635624,1608571661.698974
10339,9971.583418207101,1608571661.700003
10340,9814.546565264489,1608571661.700003
10341,8973.034402000461,1608571661.700969
10342,7538.561536095194,1608571661.700969
10343,5565.072102851959,1608571661.700969
10344,3206.920917595355,1608571661.701981
10345,635.8532047678086,1608571661.701981
10346,-1989.1842667625217,1608571661.702962
10347,-4469.766015478119,1608571661.702962
10348,-6651.510876610744,1608571661.702962
10349,-8367.977343360231,1608571661.70396
10350,-9510.988680675564,1608571661.70396
10351,-9984.126435411643,1608571661.70396
10352,-9774.200030925753,1608571661.70396
10353,-8888.0773623337,1608571661.705005
10354,-7377.897828358644,1608571661.705005
10355,-5368.584759004023,1608571661.705005
10356,-2983.14252231219,1608571661.705954
10357,-368.3554194660101,1608571661.705954
10358,2260.725434540322,1608571661.705954
10359,4715.859244049554,1608571661.706954
10360,6840.567763456408,1608571661.7379
10361,8501.374422922445,1608571661.738934
10362,9591.192120580066,1608571661.739872
10363,10008.856962903825,1608571661.739872
10364,9726.517229771884,1608571661.740874
10365,8755.774584896122,1608571661.741894
10366,7196.804193370426,1608571661.742858
10367,5163.898414333232,1608571661.74386
10368,2738.406702881239,1608571661.74386
10369,94.46252549185567,1608571661.744851
10370,-2507.6983345806107,1608571661.744851
10371,-4936.186738450724,1608571661.745848
10372,-7029.640320553967,1608571661.746856
10373,-8645.35165774598,1608571661.747845
10374,-9647.405607832532,1608571661.748842
10375,-9997.96697067503,1608571661.749838
10376,-9666.200779567502,1608571661.750862
10377,-8643.625198787879,1608571661.750862
10378,-7021.1590801613775,1608571661.751873
10379,-4929.773997979992,1608571661.752834
10380,-2474.30234596041,1608571661.75387
10381,136.0730018260694,1608571661.75387
10382,2729.589402874752,1608571661.754826
10383,5146.3091618065055,1608571661.754826
10384,7220.687622206731,1608571661.755832
10385,8769.327129016638,1608571661.755832
10386,9715.273563514464,1608571661.756819
10387,9990.334275869,1608571661.756819
10388,9581.227780937194,1608571661.757824
10389,8519.545706087207,1608571661.757824
10390,6851.769821132965,1608571661.758814
10391,4691.605768295826,1608571661.758814
10392,2231.519673254308,1608571661.758814
10393,-378.5617187090072,1608571661.759811
10394,-2976.9100548906713,1608571661.759811
10395,-5355.2424951757075,1608571661.759811
10396,-7372.1933463928235,1608571661.760808
10397,-8873.901372074504,1608571661.760808
10398,-9764.086260546124,1608571661.760808
10399,-9980.390163031456,1608571661.761805
10400,-9497.503911378202,1608571661.771838
10401,-8368.227398492649,1608571661.772777
10402,-6668.10185105208,1608571661.773773
10403,-4489.56716969935,1608571661.774775
10404,-2003.2926256080377,1608571661.775769
10405,616.1853665772994,1608571661.775769
10406,3210.544131392828,1608571661.776768
10407,5560.928215552691,1608571661.776768
10408,7526.1507110174525,1608571661.777766
10409,8991.936774894533,1608571661.778819
10410,9816.820814888275,1608571661.779758
10411,9970.520762691844,1608571661.780815
10412,9438.34868354691,1608571661.781774
10413,8236.167792626065,1608571661.782751
10414,6461.440270379273,1608571661.782751
10415,4263.315195271751,1608571661.783749
10416,1766.385500141229,1608571661.784747
10417,-862.7280518717963,1608571661.785743
10418,-3448.9736370356663,1608571661.785743
10419,-5784.307761856541,1608571661.785743
10420,-7701.735649811876,1608571661.786739
10421,-9102.270249709723,1608571661.786739
10422,-9863.96254918097,1608571661.786739
10423,-9956.681179917086,1608571661.787752
10424,-9349.056910386074,1608571661.787752
10425,-8087.003871496792,1608571661.787752
10426,-6291.547895788935,1608571661.788734
10427,-4035.569425675565,1608571661.788734
10428,-1488.835887198439,1608571661.788734
10429,1133.0551172766104,1608571661.789732
10430,3683.4624521046208,1608571661.789732
10431,5975.922244870645,1608571661.790729
10432,7854.5585699561825,1608571661.790729
10433,9218.690296098148,1608571661.790729
10434,9914.961297129943,1608571661.790729
10435,9938.74963795888,1608571661.79179
10436,9258.129925689425,1608571661.79179
10437,7941.796357694315,1608571661.792723
10438,6082.343322474882,1608571661.792723
10439,3794.5948005878754,1608571661.792723
10440,1244.9567056828084,1608571661.808681
10441,-1384.947721662098,1608571661.808681
10442,-3921.90887232531,1608571661.809679
10443,-6178.287086679228,1608571661.809679
10444,-8011.821022465881,1608571661.810675
10445,-9289.400723131488,1608571661.811677
10446,-9938.200161322919,1608571661.811677
10447,-9910.754843127936,1608571661.812727
10448,-9162.609725823035,1608571661.812727
10449,-7797.556050014515,1608571661.813669
10450,-5881.356360245944,1608571661.814667
10451,-3556.199411971571,1608571661.815667
10452,-994.2158888311765,1608571661.817711
10453,1640.9469761151784,1608571661.818657
10454,4140.4036317615455,1608571661.819651
10455,6362.491146623884,1608571661.819651
10456,8167.01847133302,1608571661.820648
10457,9391.04467409908,1608571661.820648
10458,9950.854051080743,1608571661.821646
10459,9844.663195469077,1608571661.822656
10460,9055.026842851283,1608571661.823668
10461,7625.759795196965,1608571661.823668
10462,5677.325432157248,1608571661.824639
10463,3331.2093660489486,1608571661.825675
10464,752.5945678840296,1608571661.825675
10465,-1881.1646413294015,1608571661.825675
10466,-4363.325576502798,1608571661.826632
10467,-6562.8819817082,1608571661.826632
10468,-8314.420416565681,1608571661.826632
10469,-9476.023893925316,1608571661.827629
10470,-9975.939656527562,1608571661.827629
10471,-9780.089799802141,1608571661.827629
10472,-8938.270488943679,1608571661.827629
10473,-7474.372690837986,1608571661.828646
10474,-5467.913248511931,1608571661.828646
10475,-3099.353185222605,1608571661.828646
10476,-501.57498130721103,1608571661.828646
10477,2126.5649707568855,1608571661.829666
10478,4596.885327096122,1608571661.829666
10479,6741.476767432271,1608571661.830622
10480,8445.683208696028,1608571661.858581
10481,9565.51079418286,1608571661.858581
10482,10006.059118153717,1608571661.858581
10483,9754.204804547579,1608571661.859581
10484,8824.815098615632,1608571661.859581
10485,7279.428008762928,1608571661.86054
10486,5244.928451162227,1608571661.86054
10487,2855.9249653818847,1608571661.86054
10488,252.84369281624996,1608571661.861561
10489,-2380.8652372485208,1608571661.861561
10490,-4818.088397411832,1608571661.862548
10491,-6934.0302674228915,1608571661.862548
10492,-8579.397775803372,1608571661.863577
10493,-9623.40776730665,1608571661.864555
10494,-9998.091832086284,1608571661.865529
10495,-9685.329207350716,1608571661.866533
10496,-8699.805832473568,1608571661.866533
10497,-7106.459335371469,1608571661.86758
10498,-5024.857710801825,1608571661.86758
10499,-2613.2210921908563,1608571661.868554
10500,-21.36317270323046,1608571661.868554
10501,2605.3650809645064,1608571661.869575
10502,5054.665421917668,1608571661.869575
10503,7135.569817069246,1608571661.869575
10504,8699.852204325656,1608571661.870515
10505,9674.036294369995,1608571661.870515
10506,9988.598414023578,1608571661.870515
10507,9615.288053390268,1608571661.871512
10508,8574.954370246154,1608571661.871512
10509,6937.95628060131,1608571661.871512
10510,4833.436200709994,1608571661.871512
10511,2358.690999872655,1608571661.872573
10512,-256.82375002347027,1608571661.872573
10513,-2863.9126954773506,1608571661.872573
10514,-5261.0379292604775,1608571661.873506
10515,-7284.992189588238,1608571661.874506
10516,-8820.51279760333,1608571661.874506
10517,-9739.476752848172,1608571661.874506
10518,-9987.619730747323,1608571661.875541
10519,-9543.422444611446,1608571661.876499
10520,-8440.207849083825,1608571661.889495
10521,-6742.851372040232,1608571661.890463
10522,-4583.698887476609,1608571661.89151
10523,-2119.8600837341096,1608571661.89151
10524,481.4368746860404,1608571661.89151
10525,3082.0863499079273,1608571661.892489
10526,5474.678792420001,1608571661.892489
10527,7457.540349920166,1608571661.893454
10528,8928.936292128894,1608571661.893454
10529,9803.197266529744,1608571661.893454
10530,9988.004522910498,1608571661.894452
10531,9457.610800954082,1608571661.895457
10532,8292.037571781502,1608571661.896472
10533,6570.135586764539,1608571661.896472
10534,4365.722687729611,1608571661.897472
10535,1868.5957085132734,1608571661.897472
10536,-756.1583326510117,1608571661.898482
10537,-3322.1397306216427,1608571661.898482
10538,-5671.368328529759,1608571661.899469
10539,-7625.5079316128595,1608571661.899469
10540,-9041.825931789142,1608571661.899469
10541,-9848.658828192623,1608571661.900488
10542,-9969.972186190354,1608571661.900488
10543,-9388.759253899409,1608571661.900488
10544,-8146.751866941899,1608571661.901471
10545,-6366.5243822830125,1608571661.901471
10546,-4143.3666975870765,1608571661.902433
10547,-1629.7837567040947,1608571661.902433
10548,1000.0404960277115,1608571661.902433
10549,3564.8732397465806,1608571661.902433
10550,5885.167158593082,1608571661.903458
10551,7804.756652042743,1608571661.903458
10552,9150.476586310038,1608571661.903458
10553,9887.363389094457,1608571661.904458
10554,9926.440392629396,1608571661.904458
10555,9307.78384356374,1608571661.904458
10556,8032.727490289254,1608571661.905422
10557,6183.865067035668,1608571661.905422
10558,3918.4238705483835,1608571661.906428
10559,1380.2259730017297,1608571661.906428
10560,-1263.4696091701612,1608571661.938367
10561,-3820.8104415629928,1608571661.93933
10562,-6100.659341996903,1608571661.93933
10563,-7958.326916818286,1608571661.940375
10564,-9261.000642465757,1608571661.941361
10565,-9918.093724195789,1608571661.941361
10566,-9893.345413886027,1608571661.942359
10567,-9194.034581501423,1608571661.942359
10568,-7869.496149472109,1608571661.94332
10569,-5984.113844383077,1608571661.94332
10570,-3681.094623363855,1608571661.94332
10571,-1121.5376938048194,1608571661.944353
10572,1514.5356112902984,1608571661.945398
10573,4052.4167395984064,1608571661.946313
10574,6279.495181584686,1608571661.947363
10575,8083.111540524997,1608571661.947363
10576,9339.559680310658,1608571661.948315
10577,9952.075869855416,1608571661.948315
10578,9863.898647214366,1608571661.949337
10579,9106.467864966518,1608571661.949337
10580,7706.341007165495,1608571661.950327
10581,5775.776083951738,1608571661.950327
10582,3449.8895701004367,1608571661.950327
10583,875.2511347331864,1608571661.951331
10584,-1757.5597002497154,1608571661.951331
10585,-4259.601329283327,1608571661.951331
10586,-6471.909808466822,1608571661.952333
10587,-8257.003797007008,1608571661.952333
10588,-9443.86500936869,1608571661.953298
10589,-9976.95858556341,1608571661.953298
10590,-9820.385384829466,1608571661.953298
10591,-8986.861515850247,1608571661.954291
10592,-7544.665628909712,1608571661.954291
10593,-5560.529108766659,1608571661.954291
10594,-3206.4219876079046,1608571661.955287
10595,-628.9878289723523,1608571661.955287
10596,2011.5630284044373,1608571661.956314
10597,4476.018024435952,1608571661.956314
10598,6655.956821947158,1608571661.957282
10599,8384.857523486782,1608571661.957282
10600,9521.777201212213,1608571661.974304
10601,9981.245755293236,1608571661.975265
10602,9779.452273643847,1608571661.976259
10603,8885.93498086616,1608571661.976259
10604,7377.606758552403,1608571661.977282
10605,5359.474601477848,1608571661.977282
10606,2964.376182523118,1608571661.978277
10607,375.0381345940182,1608571661.978277
10608,-2242.11869149172,1608571661.979277
10609,-4697.243836696981,1608571661.979277
10610,-6835.79849813313,1608571661.980223
10611,-8520.93133969138,1608571661.98123
10612,-9583.42679321272,1608571661.98123
10613,-10007.527820827061,1608571661.982274
10614,-9730.541635442554,1608571661.983268
10615,-8763.660558019646,1608571661.983268
10616,-7201.142643755696,1608571661.983268
10617,-5158.59362168663,1608571661.984239
10618,-2738.223173822778,1608571661.985244
10619,-127.84917172625356,1608571661.986216
10620,2498.133642685367,1608571661.987205
10621,4928.925281695422,1608571661.988249
10622,7032.5787646835415,1608571661.988249
10623,8643.567731637437,1608571661.988249
10624,9665.00384468101,1608571661.989198
10625,9989.619741816527,1608571661.989198
10626,9647.296727354367,1608571661.990206
10627,8643.603192252393,1608571661.991193
10628,7044.113631361969,1608571661.991193
10629,4938.404406823184,1608571661.992194
10630,2493.8051869647916,1608571661.992194
10631,-123.62116994517869,1608571661.993223
10632,-2736.3532382921376,1608571661.993223
10633,-5145.147768710419,1608571661.993223
10634,-7196.939800573163,1608571661.994189
10635,-8770.983325945013,1608571661.994189
10636,-9725.597020705975,1608571661.995181
10637,-10007.04660373092,1608571661.995181
10638,-9591.376144720325,1608571661.996187
10639,-8514.81920190546,1608571661.996187
10640,-6846.755277462184,1608571662.021142
10641,-4708.90485016937,1608571662.02211
10642,-2246.4714325897908,1608571662.02211
10643,378.17003102690063,1608571662.023124
10644,2978.4642245313125,1608571662.023124
10645,5363.4245466175435,1608571662.024105
10646,7376.255147504664,1608571662.025145
10647,8888.586687058572,1608571662.025145
10648,9777.084063902412,1608571662.026104
10649,9981.715699781467,1608571662.027096
10650,9495.907114001822,1608571662.027096
10651,8379.163817565663,1608571662.02813
10652,6660.039536990911,1608571662.029097
10653,4472.133410584983,1608571662.030096
10654,2011.2312415869453,1608571662.031091
10655,-615.6270356607012,1608571662.032086
10656,-3209.661831520067,1608571662.032086
10657,-5569.8710614109805,1608571662.033124
10658,-7538.3096062297,1608571662.03408
10659,-8993.719570929672,1608571662.03408
10660,-9830.062263638405,1608571662.035119
10661,-9991.886646027016,1608571662.035119
10662,-9442.43529975156,1608571662.036082
10663,-8232.884697492103,1608571662.036082
10664,-6464.256356687573,1608571662.037086
10665,-4250.793895347462,1608571662.037086
10666,-1736.182940471459,1608571662.037086
10667,885.2476488518072,1608571662.038109
10668,3451.3588236703376,1608571662.039097
10669,5784.451232843593,1608571662.039097
10670,7695.577050223508,1608571662.04008
10671,9086.627851066423,1608571662.04008
10672,9857.128564040446,1608571662.041059
10673,9952.700640759795,1608571662.041059
10674,9341.485037954097,1608571662.041059
10675,8081.216154469861,1608571662.041059
10676,6275.222025909113,1608571662.042097
10677,4028.4094051147304,1608571662.042097
10678,1507.9914387389197,1608571662.042097
10679,-1110.8191424225615,1608571662.043085
10680,-3667.012675045243,1608571662.05505
10681,-5971.741622512004,1608571662.05602
10682,-7849.862086348564,1608571662.057026
10683,-9195.757405490524,1608571662.057026
10684,-9913.071823971333,1608571662.058067
10685,-9929.264136834125,1608571662.058067
10686,-9253.62659944137,1608571662.059024
10687,-7928.243040382812,1608571662.06001
10688,-6080.372880297251,1608571662.06102
10689,-3811.3058227508614,1608571662.06102
10690,-1274.7082358799817,1608571662.062007
10691,1358.6536586335658,1608571662.063005
10692,3900.32217498472,1608571662.064004
10693,6194.103385622578,1608571662.06699
10694,8028.398990066936,1608571662.069057
10695,9297.256777075847,1608571662.07099
10696,9929.673126790247,1608571662.072974
10697,9887.69212286406,1608571662.072974
10698,9147.944105224944,1608571662.073971
10699,7783.302420246331,1608571662.075037
10700,5877.801783014948,1608571662.075037
10701,3561.3236221871944,1608571662.076031
10702,1008.4750360255713,1608571662.076964
10703,-1626.990935219267,1608571662.077969
10704,-4140.525865427413,1608571662.077969
10705,-6372.020381897186,1608571662.078957
10706,-8165.455838988684,1608571662.078957
10707,-9385.399419829653,1608571662.079955
10708,-9963.47345750987,1608571662.079955
10709,-9847.484449060436,1608571662.079955
